Year,CouncilArea,Type,Rooms,Distance,Price,Yearly Incidents Recorded,"Yearly Rate per 100,000 population"
2016,Bayside City Council,u,3,17.9,707700.0,4052,3916
2016,Bayside City Council,u,4,17.3,2300000.0,4052,3916
2016,Boroondara City Council,h,1,7.9,390000.0,6793,3809
2016,Boroondara City Council,h,2,5.3,1967833.3333333333,6793,3809
2016,Boroondara City Council,h,2,5.4,1758545.4545454546,6793,3809
2016,Boroondara City Council,h,2,6.2,1382428.5714285714,6793,3809
2016,Boroondara City Council,h,2,7.3,1298000.0,6793,3809
2016,Boroondara City Council,h,2,7.7,1007000.0,6793,3809
2016,Boroondara City Council,h,2,7.9,1367857.142857143,6793,3809
2016,Boroondara City Council,h,2,8.4,1552500.0,6793,3809
2016,Boroondara City Council,h,2,9.7,1171800.0,6793,3809
2016,Boroondara City Council,h,2,10.2,1176200.0,6793,3809
2016,Boroondara City Council,h,3,5.3,1929809.5238095238,6793,3809
2016,Boroondara City Council,h,3,5.4,1770092.5925925926,6793,3809
2016,Boroondara City Council,h,3,6.2,1703200.0,6793,3809
2016,Boroondara City Council,h,3,7.3,1687825.5813953488,6793,3809
2016,Boroondara City Council,h,3,7.7,2051613.6363636365,6793,3809
2016,Boroondara City Council,h,3,7.9,1803478.2608695652,6793,3809
2016,Boroondara City Council,h,3,8.4,1908944.4444444445,6793,3809
2016,Boroondara City Council,h,3,9.7,1604593.75,6793,3809
2016,Boroondara City Council,h,3,10.2,1603886.3636363635,6793,3809
2016,Boroondara City Council,h,4,5.3,2614625.0,6793,3809
2016,Boroondara City Council,h,4,5.4,2407468.75,6793,3809
2016,Boroondara City Council,h,4,6.2,2507888.888888889,6793,3809
2016,Boroondara City Council,h,4,7.3,2150786.0465116277,6793,3809
2016,Boroondara City Council,h,4,7.7,2424761.904761905,6793,3809
2016,Boroondara City Council,h,4,7.9,2248370.3703703703,6793,3809
2016,Boroondara City Council,h,4,8.4,3112857.1428571427,6793,3809
2016,Boroondara City Council,h,4,9.7,2003284.2105263157,6793,3809
2016,Boroondara City Council,h,4,10.2,1950964.2857142857,6793,3809
2016,Boroondara City Council,h,5,5.3,3862500.0,6793,3809
2016,Boroondara City Council,h,5,5.4,3222250.0,6793,3809
2016,Boroondara City Council,h,5,6.2,2437500.0,6793,3809
2016,Boroondara City Council,h,5,7.3,2440147.0588235296,6793,3809
2016,Boroondara City Council,h,5,7.7,2728583.3333333335,6793,3809
2016,Boroondara City Council,h,5,7.9,3007352.9411764704,6793,3809
2016,Boroondara City Council,h,5,8.4,3423333.3333333335,6793,3809
2016,Boroondara City Council,h,5,9.7,2090954.5454545454,6793,3809
2016,Boroondara City Council,h,5,10.2,2003687.5,6793,3809
2016,Boroondara City Council,h,6,5.4,6500000.0,6793,3809
2016,Boroondara City Council,h,6,6.2,1666000.0,6793,3809
2016,Boroondara City Council,h,6,7.3,1950000.0,6793,3809
2016,Boroondara City Council,h,6,7.7,2800000.0,6793,3809
2016,Boroondara City Council,h,6,7.9,4300000.0,6793,3809
2016,Boroondara City Council,h,6,9.7,1755000.0,6793,3809
2016,Boroondara City Council,h,6,10.2,2000000.0,6793,3809
2016,Boroondara City Council,h,7,9.7,1975000.0,6793,3809
2016,Boroondara City Council,h,8,10.2,2950000.0,6793,3809
2016,Boroondara City Council,t,1,7.3,345000.0,6793,3809
2016,Boroondara City Council,t,2,5.3,1055000.0,6793,3809
2016,Boroondara City Council,t,2,5.4,743166.6666666666,6793,3809
2016,Boroondara City Council,t,2,7.3,592500.0,6793,3809
2016,Boroondara City Council,t,2,7.7,837700.0,6793,3809
2016,Boroondara City Council,t,2,7.9,905000.0,6793,3809
2016,Boroondara City Council,t,2,9.7,860000.0,6793,3809
2016,Boroondara City Council,t,2,10.2,713833.3333333334,6793,3809
2016,Boroondara City Council,t,3,5.3,1400000.0,6793,3809
2016,Boroondara City Council,t,3,5.4,955400.0,6793,3809
2016,Boroondara City Council,t,3,6.2,1400000.0,6793,3809
2016,Boroondara City Council,t,3,7.3,1470857.142857143,6793,3809
2016,Boroondara City Council,t,3,7.7,1436000.0,6793,3809
2016,Boroondara City Council,t,3,7.9,1221166.6666666667,6793,3809
2016,Boroondara City Council,t,3,8.4,1761500.0,6793,3809
2016,Boroondara City Council,t,3,9.7,1234000.0,6793,3809
2016,Boroondara City Council,t,3,10.2,1264766.6666666667,6793,3809
2016,Boroondara City Council,t,4,5.4,1000000.0,6793,3809
2016,Boroondara City Council,t,4,6.2,1581500.0,6793,3809
2016,Boroondara City Council,t,4,7.3,1350000.0,6793,3809
2016,Boroondara City Council,t,4,7.9,1660000.0,6793,3809
2016,Boroondara City Council,t,4,8.4,1581000.0,6793,3809
2016,Boroondara City Council,t,4,9.7,1400000.0,6793,3809
2016,Boroondara City Council,t,4,10.2,1280000.0,6793,3809
2016,Boroondara City Council,u,1,5.3,377166.6666666667,6793,3809
2016,Boroondara City Council,u,1,5.4,395000.0,6793,3809
2016,Boroondara City Council,u,1,6.2,357750.0,6793,3809
2016,Boroondara City Council,u,1,7.3,353600.0,6793,3809
2016,Boroondara City Council,u,1,7.9,450000.0,6793,3809
2016,Boroondara City Council,u,2,5.3,601739.1304347826,6793,3809
2016,Boroondara City Council,u,2,5.4,670653.8461538461,6793,3809
2016,Boroondara City Council,u,2,6.2,601907.8947368421,6793,3809
2016,Boroondara City Council,u,2,7.3,604137.9310344828,6793,3809
2016,Boroondara City Council,u,2,7.7,638800.0,6793,3809
2016,Boroondara City Council,u,2,7.9,680615.3846153846,6793,3809
2016,Boroondara City Council,u,2,8.4,779916.6666666666,6793,3809
2016,Boroondara City Council,u,2,9.7,747100.0,6793,3809
2016,Boroondara City Council,u,2,10.2,694480.0,6793,3809
2016,Boroondara City Council,u,3,5.3,1180000.0,6793,3809
2016,Boroondara City Council,u,3,5.4,858400.0,6793,3809
2016,Boroondara City Council,u,3,6.2,848333.3333333334,6793,3809
2016,Boroondara City Council,u,3,7.3,1056000.0,6793,3809
2016,Boroondara City Council,u,3,7.7,962000.0,6793,3809
2016,Boroondara City Council,u,3,7.9,935500.0,6793,3809
2016,Boroondara City Council,u,3,9.7,1046666.6666666666,6793,3809
2016,Boroondara City Council,u,3,10.2,833000.0,6793,3809
2016,Boroondara City Council,u,4,5.3,1650000.0,6793,3809
2016,Boroondara City Council,u,4,9.7,1450000.0,6793,3809
2016,Brimbank City Council,h,1,10.5,280000.0,14744,7171
2016,Brimbank City Council,h,1,14.0,275000.0,14744,7171
2016,Brimbank City Council,h,2,6.4,890000.0,14744,7171
2016,Brimbank City Council,h,2,10.4,535000.0,14744,7171
2016,Brimbank City Council,h,2,10.5,634050.0,14744,7171
2016,Brimbank City Council,h,2,11.7,380000.0,14744,7171
2016,Brimbank City Council,h,2,12.8,453333.3333333333,14744,7171
2016,Brimbank City Council,h,2,12.9,275000.0,14744,7171
2016,Brimbank City Council,h,2,14.0,481250.0,14744,7171
2016,Brimbank City Council,h,2,14.5,720000.0,14744,7171
2016,Brimbank City Council,h,2,14.7,348000.0,14744,7171
2016,Brimbank City Council,h,2,15.5,428000.0,14744,7171
2016,Brimbank City Council,h,3,6.4,788000.0,14744,7171
2016,Brimbank City Council,h,3,10.4,656750.0,14744,7171
2016,Brimbank City Council,h,3,10.5,613108.8161764706,14744,7171
2016,Brimbank City Council,h,3,11.7,733478.947368421,14744,7171
2016,Brimbank City Council,h,3,12.8,554038.4615384615,14744,7171
2016,Brimbank City Council,h,3,12.9,567300.0,14744,7171
2016,Brimbank City Council,h,3,14.0,514289.4736842105,14744,7171
2016,Brimbank City Council,h,3,14.5,579500.0,14744,7171
2016,Brimbank City Council,h,3,14.7,482000.0,14744,7171
2016,Brimbank City Council,h,3,14.8,463812.5,14744,7171
2016,Brimbank City Council,h,3,15.5,567928.5714285715,14744,7171
2016,Brimbank City Council,h,3,18.0,509037.5,14744,7171
2016,Brimbank City Council,h,4,10.5,730696.551724138,14744,7171
2016,Brimbank City Council,h,4,11.7,879736.8421052631,14744,7171
2016,Brimbank City Council,h,4,12.8,515000.0,14744,7171
2016,Brimbank City Council,h,4,12.9,566750.0,14744,7171
2016,Brimbank City Council,h,4,14.0,604227.2727272727,14744,7171
2016,Brimbank City Council,h,4,14.5,868136.3636363636,14744,7171
2016,Brimbank City Council,h,4,14.7,604666.6666666666,14744,7171
2016,Brimbank City Council,h,4,14.8,614100.0,14744,7171
2016,Brimbank City Council,h,4,15.5,672561.224489796,14744,7171
2016,Brimbank City Council,h,4,18.0,578738.6590909091,14744,7171
2016,Brimbank City Council,h,5,10.5,814333.3333333334,14744,7171
2016,Brimbank City Council,h,5,11.7,827000.0,14744,7171
2016,Brimbank City Council,h,5,12.8,580000.0,14744,7171
2016,Brimbank City Council,h,5,12.9,678000.0,14744,7171
2016,Brimbank City Council,h,5,14.0,539000.0,14744,7171
2016,Brimbank City Council,h,5,14.5,782500.0,14744,7171
2016,Brimbank City Council,h,5,14.7,1085000.0,14744,7171
2016,Brimbank City Council,h,5,14.8,550000.0,14744,7171
2016,Brimbank City Council,h,5,15.5,731428.5714285715,14744,7171
2016,Brimbank City Council,h,5,18.0,721833.3333333334,14744,7171
2016,Brimbank City Council,h,6,15.5,699500.0,14744,7171
2016,Brimbank City Council,h,7,18.0,850000.0,14744,7171
2016,Brimbank City Council,t,2,6.4,487500.0,14744,7171
2016,Brimbank City Council,t,2,10.4,380000.0,14744,7171
2016,Brimbank City Council,t,2,10.5,364500.0,14744,7171
2016,Brimbank City Council,t,2,11.7,520000.0,14744,7171
2016,Brimbank City Council,t,2,12.9,402000.0,14744,7171
2016,Brimbank City Council,t,3,6.4,462500.0,14744,7171
2016,Brimbank City Council,t,3,10.5,478333.3333333333,14744,7171
2016,Brimbank City Council,t,3,11.7,658750.0,14744,7171
2016,Brimbank City Council,t,3,12.9,439262.5,14744,7171
2016,Brimbank City Council,t,3,14.0,458375.0,14744,7171
2016,Brimbank City Council,t,3,14.5,615000.0,14744,7171
2016,Brimbank City Council,t,3,14.8,481000.0,14744,7171
2016,Brimbank City Council,t,3,15.5,465333.3333333333,14744,7171
2016,Brimbank City Council,t,3,18.0,390000.0,14744,7171
2016,Brimbank City Council,t,4,10.4,673000.0,14744,7171
2016,Brimbank City Council,t,4,11.7,854333.3333333334,14744,7171
2016,Brimbank City Council,t,4,14.5,800000.0,14744,7171
2016,Brimbank City Council,t,4,14.8,571000.0,14744,7171
2016,Brimbank City Council,u,1,10.5,165000.0,14744,7171
2016,Brimbank City Council,u,2,6.4,400000.0,14744,7171
2016,Brimbank City Council,u,2,10.5,388966.6666666667,14744,7171
2016,Brimbank City Council,u,2,11.7,486000.0,14744,7171
2016,Brimbank City Council,u,2,12.9,361000.0,14744,7171
2016,Brimbank City Council,u,2,14.0,308000.0,14744,7171
2016,Brimbank City Council,u,2,18.0,322500.0,14744,7171
2016,Brimbank City Council,u,3,6.4,490000.0,14744,7171
2016,Brimbank City Council,u,3,10.4,478000.0,14744,7171
2016,Brimbank City Council,u,3,10.5,471400.0,14744,7171
2016,Brimbank City Council,u,3,11.7,580250.0,14744,7171
2016,Brimbank City Council,u,3,12.9,487000.0,14744,7171
2016,Brimbank City Council,u,3,14.0,323500.0,14744,7171
2016,Brimbank City Council,u,3,14.5,691000.0,14744,7171
2016,Brimbank City Council,u,3,15.5,461000.0,14744,7171
2016,Brimbank City Council,u,3,18.0,362500.0,14744,7171
2016,Casey City Council,h,3,28.5,570375.0,17526,5441
2016,Casey City Council,h,3,28.8,398615.3846153846,17526,5441
2016,Casey City Council,h,3,32.3,446500.0,17526,5441
2016,Casey City Council,h,3,34.1,523583.3333333333,17526,5441
2016,Casey City Council,h,3,34.7,446800.0,17526,5441
2016,Casey City Council,h,3,35.2,495000.0,17526,5441
2016,Casey City Council,h,4,28.8,530000.0,17526,5441
2016,Casey City Council,h,4,33.3,538000.0,17526,5441
2016,Casey City Council,h,4,33.8,452500.0,17526,5441
2016,Casey City Council,h,4,34.1,498375.0,17526,5441
2016,Casey City Council,h,4,34.7,527100.0,17526,5441
2016,Casey City Council,h,4,35.2,716222.2222222222,17526,5441
2016,Casey City Council,h,5,33.3,453000.0,17526,5441
2016,Casey City Council,h,5,34.1,426000.0,17526,5441
2016,Casey City Council,h,5,34.7,600000.0,17526,5441
2016,Casey City Council,h,5,35.2,1007500.0,17526,5441
2016,Casey City Council,t,4,35.2,600000.0,17526,5441
2016,Darebin City Council,h,1,6.7,744750.0,12872,8241
2016,Darebin City Council,h,1,8.4,830000.0,12872,8241
2016,Darebin City Council,h,1,12.0,260000.0,12872,8241
2016,Darebin City Council,h,2,5.3,1038115.3846153846,12872,8241
2016,Darebin City Council,h,2,5.7,946666.6666666666,12872,8241
2016,Darebin City Council,h,2,6.7,783888.8888888889,12872,8241
2016,Darebin City Council,h,2,7.0,938250.0,12872,8241
2016,Darebin City Council,h,2,8.4,786329.6296296297,12872,8241
2016,Darebin City Council,h,2,12.0,622155.1724137932,12872,8241
2016,Darebin City Council,h,2,12.1,705500.0,12872,8241
2016,Darebin City Council,h,3,5.3,1331078.9473684211,12872,8241
2016,Darebin City Council,h,3,5.7,1279125.0,12872,8241
2016,Darebin City Council,h,3,6.7,890593.220338983,12872,8241
2016,Darebin City Council,h,3,7.0,1250967.7419354839,12872,8241
2016,Darebin City Council,h,3,8.4,920072.3684210526,12872,8241
2016,Darebin City Council,h,3,12.0,715828.5714285715,12872,8241
2016,Darebin City Council,h,3,12.1,696200.0,12872,8241
2016,Darebin City Council,h,4,5.3,1791695.652173913,12872,8241
2016,Darebin City Council,h,4,5.7,1820833.3333333333,12872,8241
2016,Darebin City Council,h,4,6.7,1023750.0,12872,8241
2016,Darebin City Council,h,4,7.0,861750.0,12872,8241
2016,Darebin City Council,h,4,8.4,969134.6153846154,12872,8241
2016,Darebin City Council,h,4,12.0,887711.5384615385,12872,8241
2016,Darebin City Council,h,4,12.1,600250.0,12872,8241
2016,Darebin City Council,h,5,5.3,2535000.0,12872,8241
2016,Darebin City Council,h,5,5.7,2840000.0,12872,8241
2016,Darebin City Council,h,5,6.7,1410666.6666666667,12872,8241
2016,Darebin City Council,h,5,7.0,1645000.0,12872,8241
2016,Darebin City Council,h,5,8.4,1615000.0,12872,8241
2016,Darebin City Council,h,5,12.0,866500.0,12872,8241
2016,Darebin City Council,h,6,5.3,2000000.0,12872,8241
2016,Darebin City Council,h,6,6.7,1900000.0,12872,8241
2016,Darebin City Council,t,2,5.3,692750.0,12872,8241
2016,Darebin City Council,t,2,5.7,753333.3333333334,12872,8241
2016,Darebin City Council,t,2,6.7,590166.6666666666,12872,8241
2016,Darebin City Council,t,2,7.0,805000.0,12872,8241
2016,Darebin City Council,t,2,8.4,589989.8181818182,12872,8241
2016,Darebin City Council,t,2,12.0,462047.61904761905,12872,8241
2016,Darebin City Council,t,3,5.3,950333.3333333334,12872,8241
2016,Darebin City Council,t,3,5.7,1075000.0,12872,8241
2016,Darebin City Council,t,3,6.7,693600.0,12872,8241
2016,Darebin City Council,t,3,7.0,938875.0,12872,8241
2016,Darebin City Council,t,3,8.4,745250.0,12872,8241
2016,Darebin City Council,t,3,12.0,614807.6923076923,12872,8241
2016,Darebin City Council,t,4,8.4,995000.0,12872,8241
2016,Darebin City Council,t,4,12.0,681500.0,12872,8241
2016,Darebin City Council,t,5,12.0,575000.0,12872,8241
2016,Darebin City Council,u,1,5.3,377111.1111111111,12872,8241
2016,Darebin City Council,u,1,6.7,284500.0,12872,8241
2016,Darebin City Council,u,1,7.0,330250.0,12872,8241
2016,Darebin City Council,u,1,8.4,302500.0,12872,8241
2016,Darebin City Council,u,1,12.0,287400.0,12872,8241
2016,Darebin City Council,u,2,5.3,553857.1428571428,12872,8241
2016,Darebin City Council,u,2,5.7,517560.0,12872,8241
2016,Darebin City Council,u,2,6.7,489227.2727272727,12872,8241
2016,Darebin City Council,u,2,7.0,495345.2380952381,12872,8241
2016,Darebin City Council,u,2,8.4,495575.0,12872,8241
2016,Darebin City Council,u,2,12.0,399882.35294117645,12872,8241
2016,Darebin City Council,u,3,5.3,810000.0,12872,8241
2016,Darebin City Council,u,3,7.0,510000.0,12872,8241
2016,Darebin City Council,u,3,8.4,633000.0,12872,8241
2016,Darebin City Council,u,3,12.0,524233.3333333333,12872,8241
2016,Darebin City Council,u,3,12.1,480000.0,12872,8241
2016,Frankston City Council,h,2,35.4,547583.3333333334,12058,8591
2016,Frankston City Council,h,2,38.0,517800.0,12058,8591
2016,Frankston City Council,h,3,34.7,558500.0,12058,8591
2016,Frankston City Council,h,3,34.9,436230.76923076925,12058,8591
2016,Frankston City Council,h,3,35.4,578095.2380952381,12058,8591
2016,Frankston City Council,h,3,36.9,340250.0,12058,8591
2016,Frankston City Council,h,3,38.0,585552.02,12058,8591
2016,Frankston City Council,h,3,41.0,490000.0,12058,8591
2016,Frankston City Council,h,4,34.7,555000.0,12058,8591
2016,Frankston City Council,h,4,34.9,510500.0,12058,8591
2016,Frankston City Council,h,4,35.4,725500.0,12058,8591
2016,Frankston City Council,h,4,38.0,736562.5,12058,8591
2016,Frankston City Council,h,5,34.9,555000.0,12058,8591
2016,Frankston City Council,h,5,38.0,1107338.888888889,12058,8591
2016,Frankston City Council,h,7,38.0,834750.0,12058,8591
2016,Frankston City Council,t,2,38.0,250000.0,12058,8591
2016,Frankston City Council,t,3,35.4,526500.0,12058,8591
2016,Frankston City Council,u,2,34.7,326500.0,12058,8591
2016,Frankston City Council,u,2,35.4,360000.0,12058,8591
2016,Frankston City Council,u,2,38.0,370227.2727272727,12058,8591
2016,Frankston City Council,u,3,35.4,488000.0,12058,8591
2016,Frankston City Council,u,3,38.0,511000.0,12058,8591
2016,Glen Eira City Council,h,2,7.2,952200.0,5707,3799
2016,Glen Eira City Council,h,2,8.4,953333.3333333334,5707,3799
2016,Glen Eira City Council,h,2,8.7,1085625.0,5707,3799
2016,Glen Eira City Council,h,2,10.1,890000.0,5707,3799
2016,Glen Eira City Council,h,2,11.4,1211937.5,5707,3799
