,CouncilArea,Population Density,Rooms,Type,Price,Year,Distance,Car,Propertycount,Yearly Incidents Recorded
59,Banyule,2082.5,2,h,920000.0,2016,10.5,3.0,2947.0,7061
60,Banyule,2082.5,2,h,460000.0,2016,10.5,2.0,2947.0,7061
61,Banyule,2082.5,3,h,662500.0,2016,10.5,4.0,2947.0,7061
62,Banyule,2082.5,4,h,1000500.0,2016,10.5,1.0,2947.0,7061
63,Banyule,2082.5,3,h,631000.0,2016,10.5,1.0,2947.0,7061
64,Banyule,2082.5,5,h,765000.0,2016,9.4,2.0,2674.0,7061
65,Banyule,2082.5,3,h,691000.0,2016,9.4,2.0,2674.0,7061
66,Banyule,2082.5,3,h,560000.0,2016,9.4,1.0,2674.0,7061
67,Banyule,2082.5,2,h,735000.0,2016,9.4,3.0,2674.0,7061
68,Banyule,2082.5,3,h,830000.0,2017,9.4,0.0,2674.0,7391
69,Banyule,2082.5,3,h,330000.0,2016,9.4,1.0,2674.0,7061
70,Banyule,2082.5,1,h,405000.0,2016,9.4,2.0,2674.0,7061
71,Banyule,2082.5,2,t,370000.0,2016,9.4,1.0,2674.0,7061
72,Banyule,2082.5,3,h,532000.0,2016,9.4,1.0,2674.0,7061
73,Banyule,2082.5,3,h,740000.0,2016,9.4,1.0,2674.0,7061
74,Banyule,2082.5,2,h,686000.0,2016,9.4,2.0,2674.0,7061
75,Banyule,2082.5,2,h,501500.0,2016,9.4,2.0,2674.0,7061
76,Banyule,2082.5,3,h,525500.0,2016,9.4,1.0,2674.0,7061
77,Banyule,2082.5,3,h,525000.0,2016,9.4,2.0,2674.0,7061
78,Banyule,2082.5,3,h,710000.0,2016,9.4,1.0,2674.0,7061
79,Banyule,2082.5,3,h,808000.0,2017,9.4,0.0,2674.0,7391
80,Banyule,2082.5,3,h,652000.0,2017,9.4,0.0,2674.0,7391
81,Banyule,2082.5,2,h,515500.0,2016,9.4,1.0,2674.0,7061
82,Banyule,2082.5,3,h,800000.0,2016,9.4,3.0,2674.0,7061
83,Banyule,2082.5,2,h,450000.0,2016,9.4,2.0,2674.0,7061
84,Banyule,2082.5,3,h,605000.0,2016,9.4,4.0,2674.0,7061
85,Banyule,2082.5,2,h,620000.0,2016,9.4,2.0,2674.0,7061
86,Banyule,2082.5,2,h,497500.0,2016,9.4,2.0,2674.0,7061
87,Banyule,2082.5,2,u,360000.0,2016,9.4,1.0,2674.0,7061
88,Banyule,2082.5,2,h,440500.0,2016,9.4,1.0,2674.0,7061
89,Banyule,2082.5,4,h,758000.0,2016,9.4,1.0,2674.0,7061
90,Banyule,2082.5,3,h,690500.0,2016,9.4,2.0,2674.0,7061
91,Banyule,2082.5,2,h,752000.0,2017,9.4,0.0,2674.0,7391
92,Banyule,2082.5,2,h,777000.0,2017,9.4,0.0,2674.0,7391
93,Banyule,2082.5,2,h,680000.0,2017,9.4,1.0,2674.0,7391
94,Banyule,2082.5,3,h,480000.0,2016,9.4,1.0,2674.0,7061
95,Banyule,2082.5,4,h,715000.0,2016,9.4,2.0,2674.0,7061
96,Banyule,2082.5,2,h,520000.0,2016,9.4,2.0,2674.0,7061
97,Banyule,2082.5,3,h,646250.0,2016,9.4,2.0,2674.0,7061
98,Banyule,2082.5,3,h,1375000.0,2016,9.4,1.0,2674.0,7061
99,Banyule,2082.5,3,h,722000.0,2017,9.4,2.0,2674.0,7391
100,Banyule,2082.5,2,h,715000.0,2017,9.4,3.0,2674.0,7391
101,Banyule,2082.5,1,h,636000.0,2016,9.4,1.0,2674.0,7061
102,Banyule,2082.5,2,h,590000.0,2016,9.4,2.0,2674.0,7061
103,Banyule,2082.5,4,h,820000.0,2016,9.4,2.0,2674.0,7061
104,Banyule,2082.5,2,h,725000.0,2016,9.4,3.0,2674.0,7061
105,Banyule,2082.5,2,h,705000.0,2016,9.4,1.0,2674.0,7061
106,Banyule,2082.5,3,h,710000.0,2016,9.4,4.0,2674.0,7061
107,Banyule,2082.5,2,h,415000.0,2016,9.4,1.0,2674.0,7061
108,Banyule,2082.5,3,h,392000.0,2016,9.4,2.0,2674.0,7061
109,Banyule,2082.5,3,h,961000.0,2016,9.4,2.0,2674.0,7061
110,Banyule,2082.5,3,h,507000.0,2016,9.4,1.0,2674.0,7061
111,Banyule,2082.5,3,h,465000.0,2016,9.4,1.0,2674.0,7061
112,Banyule,2082.5,3,h,675000.0,2016,9.4,2.0,2674.0,7061
113,Banyule,2082.5,2,u,480000.0,2016,7.9,1.0,5549.0,7061
114,Banyule,2082.5,2,u,430000.0,2016,7.9,1.0,5549.0,7061
115,Banyule,2082.5,1,u,460000.0,2016,7.9,0.0,5549.0,7061
116,Banyule,2082.5,4,h,1601000.0,2016,7.9,2.0,5549.0,7061
117,Banyule,2082.5,4,h,2265000.0,2017,7.9,2.0,5549.0,7391
118,Banyule,2082.5,3,h,1680000.0,2017,7.9,2.0,5549.0,7391
119,Banyule,2082.5,2,u,440000.0,2017,7.9,0.0,5549.0,7391
120,Banyule,2082.5,4,h,2350000.0,2017,7.9,2.0,5549.0,7391
121,Banyule,2082.5,3,t,962000.0,2017,7.9,1.0,5549.0,7391
122,Banyule,2082.5,3,h,981000.0,2016,7.9,2.0,5549.0,7061
123,Banyule,2082.5,4,h,2400000.0,2016,7.9,2.0,5549.0,7061
124,Banyule,2082.5,3,t,890000.0,2016,7.9,2.0,5549.0,7061
125,Banyule,2082.5,2,u,490000.0,2016,7.9,1.0,5549.0,7061
126,Banyule,2082.5,2,u,739000.0,2016,7.9,1.0,5549.0,7061
127,Banyule,2082.5,3,h,1340000.0,2016,7.9,1.0,5549.0,7061
128,Banyule,2082.5,3,h,785000.0,2016,7.9,0.0,5549.0,7061
129,Banyule,2082.5,3,h,1155000.0,2016,7.9,2.0,5549.0,7061
130,Banyule,2082.5,4,h,1300000.0,2016,7.9,1.0,5549.0,7061
131,Banyule,2082.5,2,h,1020000.0,2016,7.9,1.0,5549.0,7061
132,Banyule,2082.5,3,h,1796000.0,2016,7.9,1.0,5549.0,7061
133,Banyule,2082.5,2,h,790000.0,2016,7.9,1.0,5549.0,7061
134,Banyule,2082.5,3,h,1465000.0,2016,7.9,2.0,5549.0,7061
135,Banyule,2082.5,3,t,855000.0,2016,7.9,2.0,5549.0,7061
136,Banyule,2082.5,2,u,705000.0,2016,7.9,1.0,5549.0,7061
137,Banyule,2082.5,2,u,504000.0,2016,7.9,1.0,5549.0,7061
138,Banyule,2082.5,1,u,413000.0,2016,7.9,1.0,5549.0,7061
139,Banyule,2082.5,3,t,1010000.0,2016,7.9,2.0,5549.0,7061
140,Banyule,2082.5,3,h,1220000.0,2017,7.9,1.0,5549.0,7391
141,Banyule,2082.5,3,h,1605000.0,2016,7.9,2.0,5549.0,7061
142,Banyule,2082.5,2,u,587000.0,2016,7.9,1.0,5549.0,7061
143,Banyule,2082.5,2,u,475000.0,2016,7.9,1.0,5549.0,7061
144,Banyule,2082.5,3,h,1075000.0,2016,7.9,2.0,5549.0,7061
145,Banyule,2082.5,2,u,465000.0,2016,7.9,1.0,5549.0,7061
146,Banyule,2082.5,2,t,610000.0,2016,7.9,1.0,5549.0,7061
147,Banyule,2082.5,2,u,690000.0,2016,7.9,1.0,5549.0,7061
148,Banyule,2082.5,3,h,1535000.0,2016,7.9,2.0,5549.0,7061
149,Banyule,2082.5,4,h,1470000.0,2016,7.9,1.0,5549.0,7061
150,Banyule,2082.5,3,h,1486000.0,2016,7.9,2.0,5549.0,7061
151,Banyule,2082.5,1,u,420000.0,2016,7.9,1.0,5549.0,7061
152,Banyule,2082.5,3,t,750000.0,2016,7.9,1.0,5549.0,7061
153,Banyule,2082.5,2,u,460000.0,2016,7.9,0.0,5549.0,7061
154,Banyule,2082.5,4,h,1615000.0,2016,7.9,3.0,5549.0,7061
155,Banyule,2082.5,5,h,1730000.0,2016,7.9,2.0,5549.0,7061
156,Banyule,2082.5,2,t,779000.0,2016,7.9,2.0,5549.0,7061
157,Banyule,2082.5,3,h,1850000.0,2017,7.9,2.0,5549.0,7391
158,Banyule,2082.5,2,h,1910000.0,2017,7.9,2.0,5549.0,7391
159,Banyule,2082.5,5,h,2600000.0,2016,7.9,1.0,5549.0,7061
160,Banyule,2082.5,2,u,500000.0,2016,7.9,1.0,5549.0,7061
161,Banyule,2082.5,3,h,950000.0,2016,7.9,2.0,5549.0,7061
162,Banyule,2082.5,2,u,450000.0,2016,7.9,1.0,5549.0,7061
163,Banyule,2082.5,3,h,1102000.0,2016,7.9,1.0,5549.0,7061
164,Banyule,2082.5,3,h,1275000.0,2016,7.9,2.0,5549.0,7061
165,Banyule,2082.5,3,h,1065000.0,2016,7.9,1.0,5549.0,7061
166,Banyule,2082.5,2,t,785000.0,2016,7.9,1.0,5549.0,7061
167,Banyule,2082.5,3,h,1223500.0,2016,7.9,2.0,5549.0,7061
168,Banyule,2082.5,2,u,845000.0,2016,7.9,2.0,5549.0,7061
169,Banyule,2082.5,4,h,1720000.0,2016,7.9,3.0,5549.0,7061
170,Banyule,2082.5,3,h,1225000.0,2016,7.9,1.0,5549.0,7061
171,Banyule,2082.5,2,u,630000.0,2016,7.9,1.0,5549.0,7061
172,Banyule,2082.5,4,h,1460000.0,2016,7.9,2.0,5549.0,7061
173,Banyule,2082.5,1,u,421000.0,2016,7.9,1.0,5549.0,7061
174,Banyule,2082.5,4,h,2090000.0,2017,7.9,2.0,5549.0,7391
175,Banyule,2082.5,3,h,1029000.0,2017,7.9,1.0,5549.0,7391
176,Banyule,2082.5,4,h,1758000.0,2017,7.9,2.0,5549.0,7391
177,Banyule,2082.5,3,t,700000.0,2016,7.9,1.0,5549.0,7061
178,Banyule,2082.5,5,h,1420000.0,2016,7.9,1.0,5549.0,7061
179,Banyule,2082.5,3,t,550000.0,2016,7.9,1.0,5549.0,7061
180,Banyule,2082.5,4,h,2595000.0,2016,7.9,3.0,5549.0,7061
181,Banyule,2082.5,2,t,710000.0,2016,7.9,1.0,5549.0,7061
182,Banyule,2082.5,3,u,650000.0,2016,7.9,2.0,5549.0,7061
183,Banyule,2082.5,1,u,385000.0,2016,7.9,1.0,5549.0,7061
184,Banyule,2082.5,5,h,1101500.0,2016,11.4,1.0,3540.0,7061
185,Banyule,2082.5,2,h,971000.0,2016,11.4,1.0,3540.0,7061
186,Banyule,2082.5,4,h,1020000.0,2016,11.4,2.0,3540.0,7061
187,Banyule,2082.5,3,u,560000.0,2016,11.4,1.0,3540.0,7061
188,Banyule,2082.5,3,h,1050000.0,2016,11.4,2.0,3540.0,7061
189,Banyule,2082.5,3,h,1155000.0,2016,11.4,1.0,3540.0,7061
190,Banyule,2082.5,2,t,531000.0,2016,11.4,1.0,3540.0,7061
191,Banyule,2082.5,3,h,620000.0,2016,11.4,0.0,3540.0,7061
192,Banyule,2082.5,3,h,780000.0,2017,11.4,2.0,3540.0,7391
193,Banyule,2082.5,4,h,1051000.0,2016,11.4,2.0,3540.0,7061
194,Banyule,2082.5,5,h,2530000.0,2016,11.4,1.0,3540.0,7061
195,Banyule,2082.5,3,h,720000.0,2016,11.4,2.0,3540.0,7061
196,Banyule,2082.5,2,u,633000.0,2016,11.4,1.0,3540.0,7061
197,Banyule,2082.5,2,h,725000.0,2016,11.4,2.0,3540.0,7061
198,Banyule,2082.5,4,h,821000.0,2016,11.4,2.0,3540.0,7061
199,Banyule,2082.5,4,h,915000.0,2016,11.4,2.0,3540.0,7061
200,Banyule,2082.5,3,u,600000.0,2016,11.4,2.0,3540.0,7061
201,Banyule,2082.5,4,h,890000.0,2016,11.4,2.0,3540.0,7061
202,Banyule,2082.5,6,h,1245000.0,2016,11.4,4.0,3540.0,7061
203,Banyule,2082.5,2,h,430000.0,2016,11.4,1.0,3540.0,7061
204,Banyule,2082.5,3,h,860000.0,2016,11.4,2.0,3540.0,7061
205,Banyule,2082.5,3,h,1012000.0,2016,11.4,1.0,3540.0,7061
206,Banyule,2082.5,3,h,1020000.0,2016,11.4,2.0,3540.0,7061
207,Banyule,2082.5,2,u,635000.0,2017,11.4,1.0,3540.0,7391
208,Banyule,2082.5,2,t,515000.0,2017,11.4,1.0,3540.0,7391
209,Banyule,2082.5,4,h,1610000.0,2016,11.4,4.0,3540.0,7061
210,Banyule,2082.5,2,h,1200000.0,2016,11.4,1.0,3540.0,7061
211,Banyule,2082.5,4,h,1270000.0,2016,11.4,4.0,3540.0,7061
212,Banyule,2082.5,3,h,515000.0,2016,11.4,1.0,3540.0,7061
213,Banyule,2082.5,3,u,780000.0,2017,11.4,2.0,3540.0,7391
214,Banyule,2082.5,3,h,1000000.0,2017,11.4,1.0,3540.0,7391
215,Banyule,2082.5,3,h,867000.0,2017,11.4,1.0,3540.0,7391
216,Banyule,2082.5,3,h,945000.0,2016,11.4,1.0,3540.0,7061
217,Banyule,2082.5,2,u,618000.0,2016,11.4,1.0,3540.0,7061
218,Banyule,2082.5,4,h,1720000.0,2016,11.4,2.0,3540.0,7061
219,Banyule,2082.5,3,u,601000.0,2016,11.4,1.0,3540.0,7061
220,Banyule,2082.5,3,h,852000.0,2016,11.4,1.0,3540.0,7061
221,Banyule,2082.5,2,u,452000.0,2016,11.4,1.0,3540.0,7061
222,Banyule,2082.5,4,h,1021000.0,2016,11.4,2.0,3540.0,7061
223,Banyule,2082.5,3,t,710000.0,2016,11.4,1.0,3540.0,7061
224,Banyule,2082.5,3,t,990000.0,2016,11.4,2.0,3540.0,7061
225,Banyule,2082.5,3,h,908000.0,2016,11.4,2.0,3540.0,7061
226,Banyule,2082.5,4,h,910000.0,2016,13.8,2.0,2698.0,7061
227,Banyule,2082.5,3,h,960000.0,2016,13.8,2.0,2698.0,7061
228,Banyule,2082.5,2,u,556000.0,2016,13.8,1.0,2698.0,7061
229,Banyule,2082.5,4,h,1010000.0,2016,13.8,2.0,2698.0,7061
230,Banyule,2082.5,3,h,880000.0,2016,13.8,4.0,2698.0,7061
231,Banyule,2082.5,4,h,920250.0,2017,13.8,2.0,2698.0,7391
232,Banyule,2082.5,4,h,1080000.0,2017,13.8,2.0,2698.0,7391
233,Banyule,2082.5,3,h,770000.0,2016,13.8,2.0,2698.0,7061
234,Banyule,2082.5,4,h,730000.0,2016,13.8,1.0,2698.0,7061
235,Banyule,2082.5,3,h,820000.0,2016,13.8,2.0,2698.0,7061
236,Banyule,2082.5,4,h,1102500.0,2016,13.8,1.0,2698.0,7061
237,Banyule,2082.5,4,h,1005000.0,2016,13.8,1.0,2698.0,7061
238,Banyule,2082.5,2,u,555000.0,2016,13.8,2.0,2698.0,7061
239,Banyule,2082.5,2,u,546000.0,2016,13.8,1.0,2698.0,7061
240,Banyule,2082.5,3,h,765000.0,2016,13.8,2.0,2698.0,7061
241,Banyule,2082.5,3,h,920000.0,2016,13.8,2.0,2698.0,7061
242,Banyule,2082.5,5,h,895000.0,2016,13.8,2.0,2698.0,7061
243,Banyule,2082.5,3,h,775000.0,2016,13.8,2.0,2698.0,7061
244,Banyule,2082.5,3,u,440000.0,2016,13.8,1.0,2698.0,7061
245,Banyule,2082.5,4,h,1042500.0,2016,13.8,2.0,2698.0,7061
246,Banyule,2082.5,5,h,1025000.0,2016,13.8,2.0,2698.0,7061
247,Banyule,2082.5,4,h,940000.0,2016,13.8,2.0,2698.0,7061
248,Banyule,2082.5,4,h,895000.0,2016,13.8,2.0,2698.0,7061
249,Banyule,2082.5,3,h,820000.0,2016,13.8,2.0,2698.0,7061
250,Banyule,2082.5,3,h,870000.0,2016,13.8,2.0,2698.0,7061
251,Banyule,2082.5,4,h,1085000.0,2016,13.8,2.0,2698.0,7061
252,Banyule,2082.5,3,h,915000.0,2017,13.8,2.0,2698.0,7391
253,Banyule,2082.5,4,h,1050000.0,2016,13.8,2.0,2698.0,7061
254,Banyule,2082.5,3,h,660000.0,2016,14.9,0.0,2329.0,7061
255,Banyule,2082.5,3,h,581000.0,2016,14.9,2.0,2329.0,7061
256,Banyule,2082.5,3,h,1000000.0,2017,14.9,2.0,2329.0,7391
257,Banyule,2082.5,3,h,785000.0,2017,14.9,2.0,2329.0,7391
258,Banyule,2082.5,3,h,600000.0,2016,14.9,1.0,2329.0,7061
259,Banyule,2082.5,3,h,690000.0,2016,14.9,1.0,2329.0,7061
260,Banyule,2082.5,3,h,582000.0,2016,14.9,0.0,2329.0,7061
261,Banyule,2082.5,3,h,740000.0,2016,14.9,1.0,2329.0,7061
262,Banyule,2082.5,3,h,671000.0,2016,14.9,2.0,2329.0,7061
263,Banyule,2082.5,3,h,741000.0,2016,14.9,1.0,2329.0,7061
264,Banyule,2082.5,4,h,706000.0,2016,14.9,2.0,2329.0,7061
265,Banyule,2082.5,3,h,725000.0,2016,14.9,1.0,2329.0,7061
266,Banyule,2082.5,3,h,808000.0,2016,14.9,2.0,2329.0,7061
267,Banyule,2082.5,3,h,711000.0,2016,14.9,2.0,2329.0,7061
268,Banyule,2082.5,3,u,537000.0,2016,14.9,2.0,2329.0,7061
269,Banyule,2082.5,3,h,1040000.0,2016,14.9,1.0,2329.0,7061
270,Banyule,2082.5,4,h,1171000.0,2016,14.9,2.0,2329.0,7061
271,Banyule,2082.5,2,h,662000.0,2016,14.9,2.0,2329.0,7061
272,Banyule,2082.5,3,h,800000.0,2016,14.9,2.0,2329.0,7061
273,Banyule,2082.5,3,h,922000.0,2016,14.9,2.0,2329.0,7061
274,Banyule,2082.5,2,t,485000.0,2016,14.9,1.0,2329.0,7061
275,Banyule,2082.5,3,h,860500.0,2016,14.9,0.0,2329.0,7061
276,Banyule,2082.5,3,h,702000.0,2016,14.9,1.0,2329.0,7061
277,Banyule,2082.5,3,h,627500.0,2016,14.9,1.0,2329.0,7061
278,Banyule,2082.5,3,h,632000.0,2017,14.9,2.0,2329.0,7391
279,Banyule,2082.5,3,h,601000.0,2016,14.9,1.0,2329.0,7061
280,Banyule,2082.5,3,u,549000.0,2016,14.9,1.0,2329.0,7061
281,Banyule,2082.5,2,u,342500.0,2016,14.9,1.0,2329.0,7061
282,Banyule,2082.5,2,h,701000.0,2016,14.9,2.0,2329.0,7061
283,Banyule,2082.5,3,h,645000.0,2016,14.9,1.0,2329.0,7061
284,Banyule,2082.5,3,h,838000.0,2016,14.9,2.0,2329.0,7061
285,Banyule,2082.5,4,h,700000.0,2016,15.0,1.0,1369.0,7061
286,Banyule,2082.5,4,h,915000.0,2017,15.0,1.0,1369.0,7391
287,Banyule,2082.5,3,h,810000.0,2016,15.0,2.0,1369.0,7061
288,Banyule,2082.5,3,h,753000.0,2017,15.0,1.0,1369.0,7391
289,Banyule,2082.5,3,h,602500.0,2016,15.0,2.0,1369.0,7061
290,Banyule,2082.5,3,h,742000.0,2016,15.0,1.0,1369.0,7061
291,Banyule,2082.5,4,h,953000.0,2016,15.0,2.0,1369.0,7061
292,Banyule,2082.5,4,h,840000.0,2016,15.0,2.0,1369.0,7061
293,Banyule,2082.5,3,h,650000.0,2016,15.0,1.0,1369.0,7061
294,Banyule,2082.5,4,h,793000.0,2017,15.0,1.0,1369.0,7391
295,Banyule,2082.5,3,h,731000.0,2016,15.0,2.0,1369.0,7061
296,Banyule,2082.5,3,h,710000.0,2016,15.0,1.0,1369.0,7061
297,Banyule,2082.5,3,h,720000.0,2016,15.0,4.0,1369.0,7061
298,Banyule,2082.5,3,h,720000.0,2017,15.0,2.0,1369.0,7391
299,Banyule,2082.5,3,h,936000.0,2016,15.0,2.0,1369.0,7061
300,Banyule,2082.5,3,h,800000.0,2016,15.0,2.0,1369.0,7061
301,Banyule,2082.5,3,h,721000.0,2016,15.0,1.0,1369.0,7061
302,Banyule,2082.5,3,h,773000.0,2016,9.5,2.0,790.0,7061
303,Banyule,2082.5,3,h,885000.0,2016,9.5,1.0,790.0,7061
304,Banyule,2082.5,3,h,770000.0,2016,9.5,4.0,790.0,7061
305,Banyule,2082.5,2,h,855000.0,2017,9.5,0.0,790.0,7391
306,Banyule,2082.5,3,h,645000.0,2016,9.5,2.0,790.0,7061
307,Banyule,2082.5,3,h,720000.0,2017,9.5,1.0,790.0,7391
308,Banyule,2082.5,3,h,625000.0,2016,9.5,2.0,790.0,7061
309,Banyule,2082.5,3,u,828000.0,2016,9.5,0.0,790.0,7061
310,Banyule,2082.5,3,u,676000.0,2016,9.5,0.0,790.0,7061
311,Banyule,2082.5,2,u,546500.0,2016,10.6,1.0,2890.0,7061
312,Banyule,2082.5,3,u,620000.0,2017,10.6,1.0,2890.0,7391
313,Banyule,2082.5,3,h,1220000.0,2016,10.6,1.0,2890.0,7061
314,Banyule,2082.5,3,t,550000.0,2016,10.6,2.0,2890.0,7061
315,Banyule,2082.5,2,u,585000.0,2016,10.6,1.0,2890.0,7061
316,Banyule,2082.5,2,t,705000.0,2016,10.6,1.0,2890.0,7061
317,Banyule,2082.5,2,u,420000.0,2016,10.6,1.0,2890.0,7061
318,Banyule,2082.5,3,h,1705000.0,2016,10.6,2.0,2890.0,7061
319,Banyule,2082.5,2,h,490000.0,2016,10.6,1.0,2890.0,7061
320,Banyule,2082.5,2,u,579000.0,2017,10.6,2.0,2890.0,7391
321,Banyule,2082.5,3,h,1110000.0,2016,10.6,2.0,2890.0,7061
322,Banyule,2082.5,2,u,540000.0,2016,10.6,2.0,2890.0,7061
323,Banyule,2082.5,3,h,750000.0,2016,10.6,2.0,2890.0,7061
324,Banyule,2082.5,4,h,1115000.0,2016,10.6,2.0,2890.0,7061
325,Banyule,2082.5,3,h,1000000.0,2016,10.6,1.0,2890.0,7061
326,Banyule,2082.5,2,t,595000.0,2016,10.6,1.0,2890.0,7061
327,Banyule,2082.5,3,u,690000.0,2017,10.6,2.0,2890.0,7391
328,Banyule,2082.5,5,h,1401000.0,2016,10.6,2.0,2890.0,7061
329,Banyule,2082.5,3,t,808000.0,2016,10.6,2.0,2890.0,7061
330,Banyule,2082.5,4,h,1031000.0,2016,10.6,1.0,2890.0,7061
331,Banyule,2082.5,2,t,600000.0,2016,10.6,2.0,2890.0,7061
332,Banyule,2082.5,3,h,655000.0,2016,10.6,2.0,2890.0,7061
333,Banyule,2082.5,3,h,1195000.0,2016,10.6,1.0,2890.0,7061
334,Banyule,2082.5,3,h,850000.0,2016,10.6,2.0,2890.0,7061
335,Banyule,2082.5,4,u,830000.0,2016,10.6,2.0,2890.0,7061
336,Banyule,2082.5,3,h,1076000.0,2016,10.6,2.0,2890.0,7061
337,Banyule,2082.5,4,h,1362000.0,2016,10.6,2.0,2890.0,7061
338,Banyule,2082.5,2,t,690000.0,2017,10.6,1.0,2890.0,7391
339,Banyule,2082.5,3,h,1375000.0,2017,10.6,1.0,2890.0,7391
340,Banyule,2082.5,3,h,1400000.0,2016,10.6,1.0,2890.0,7061
341,Banyule,2082.5,2,u,475000.0,2016,10.6,2.0,2890.0,7061
342,Banyule,2082.5,3,h,1030000.0,2016,10.6,2.0,2890.0,7061
343,Banyule,2082.5,3,h,1455000.0,2016,10.6,4.0,2890.0,7061
344,Banyule,2082.5,3,h,1125000.0,2016,10.6,2.0,2890.0,7061
